State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Latitude,Longitude
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Faruqi, Saadia",Yasmin the Scientist (Yasmin Series),,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Faruqi, Saadia",Yasmin the Singer (Yasmin Series),,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Faruqi, Saadia",Yasmin the Soccer Star (Yasmin Series),,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Faruqi, Saadia",Yasmin the Superhero (Yasmin Series),,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Faruqi, Saadia",Yasmin the Teacher (Yasmin Series),,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Faruqi, Saadia",Yasmin the Writer (Yasmin Series),,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Faruqi, Saadia",Yasmin the Zookeeper (Yasmin Series),,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Robinson, Christian",You Matter,,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Wilson, Jamia",Young Gifted and Black: Meet 52 Black Heroes from Past and Present,,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-08-31,Banned in Classrooms,"Thompkins-Bigelow, Jamilah",Your Name Is a Song,,41.203323,-77.194527
Pennsylvania,Downingtown Area School District,Administrator,2021-10-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,41.203323,-77.194527
Pennsylvania,Downingtown Area School District,Administrator,2021-10-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,41.203323,-77.194527
Pennsylvania,Downingtown Area School District,Administrator,2021-10-01,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl,,41.203323,-77.194527
Pennsylvania,East Stroudsburg Area School District,Administrator,2021-11-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,41.203323,-77.194527
Pennsylvania,East Stroudsburg Area School District,Administrator,2021-11-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,41.203323,-77.194527
Pennsylvania,Eastern Lancaster County School District,Administrator,2021-10-01,Banned in Libraries and Classrooms,"Green, Katie",Lighter than My Shadow,,41.203323,-77.194527
Pennsylvania,Elizabethtown Area School District,Formal Challenge,2022-04-01,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl,,41.203323,-77.194527
Pennsylvania,Fairview School District,Administrator,2022-06-01,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,41.203323,-77.194527
Pennsylvania,Franklin Regional School District,Administrator,2022-03-01,Banned Pending Investigation,"Satrapi, Marjane",Persepolis: The Story of a Childhood,,41.203323,-77.194527
Pennsylvania,Kutztown Area School District,Administrator,2021-11-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,41.203323,-77.194527
Pennsylvania,North Penn School District,Administrator,2021-09-01,Banned in Libraries,"Johnson, George M.",All Boys Aren't Blue,,41.203323,-77.194527
Pennsylvania,North Penn School District,Administrator,2021-09-01,Banned in Libraries,"Kobabe, Maia",Gender Queer: A Memoir,,41.203323,-77.194527
Pennsylvania,North Penn School District,Administrator,2021-09-01,Banned in Libraries,"Evison, Jonathan",Lawn Boy,,41.203323,-77.194527
Pennsylvania,Pennridge School District,Administrator,2021-08-01,Banned in Classrooms,"Zoboi, Ibi",American Street,,41.203323,-77.194527
Pennsylvania,Pennridge School District,Administrator,2021-12-01,Banned in Libraries and Classrooms,"Newman, Lesléa",Heather Has Two Mommies,,41.203323,-77.194527
Pennsylvania,Pennridge School District,Administrator,2021-08-01,Banned in Classrooms,"Johnson, Kim",This Is My America,,41.203323,-77.194527
Pennsylvania,Wissahickon School District,Administrator,2021-10-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,41.203323,-77.194527
Pennsylvania,Central York School District,Administrator,2021-09-01,Banned in Classrooms,"Meddour, Wendy",Lubna and Pebble,,41.203323,-77.194527
Rhode Island,Pawtucket School Department,Administrator,2021-12-01,Banned in Libraries and Classrooms,"Bechdel, Alison",Fun Home: A Family Tragicomic,,41.742325,-71.742332
South Carolina,Fort Mill Schools,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,33.836082,-81.163727
South Dakota,Rapid City Area Schools,Administrator,2022-04-01,Banned in Libraries and Classrooms,"Bechdel, Alison",Fun Home: A Family Tragicomic,,44.5,-100.0
South Dakota,Rapid City Area Schools,Administrator,2022-04-01,Banned in Libraries and Classrooms,"Evaristo, Bernardine","Girl, Woman, Other",,44.5,-100.0
South Dakota,Rapid City Area Schools,Administrator,2022-04-01,Banned in Libraries and Classrooms,"Mbue, Imbolo",How Beautiful We Were,,44.5,-100.0
South Dakota,Rapid City Area Schools,Administrator,2022-04-01,Banned in Libraries and Classrooms,"Eggers, Dave",The Circle (The Circle Series),,44.5,-100.0
South Dakota,Rapid City Area Schools,Administrator,2022-04-01,Banned in Libraries and Classrooms,"Chbosky, Stephen",The Perks of Being a Wallflower,,44.5,-100.0
Tennessee,Blount County Schools,Formal Challenge,2022-02-01,Banned in Classrooms,"Yep, Laurence",Dragonwings,,35.860119,-86.660156
Tennessee,Blount County Schools,Formal Challenge,2021-11-01,Banned in Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Adler, Dahlia",Cool for the Summer,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Ahmadi, Arvin",How It All Blew Up,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Albertalli, Becky",Here's to Us,"Silvera, Adam",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Albertalli, Becky",Kate in Waiting,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Albertalli, Becky",Leah on the Offbeat (Simonverse Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda (Simonverse Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Albertalli, Becky",The Upside of Unrequited (Simonverse Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Albertalli, Becky",What If It's Us (What If It's Us Series),"Silvera, Adam",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Aleman, Daniel",Indivisible,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Alley, Kristy Dallas",The Ballad of Ami Miles,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Ancrum, K.",The Weight of the Stars,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Anders, Charlie Jane",Victories Greater Than Death (Unstoppable Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Atta, Dean",The Black Flamingo,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Azmitia, M.",Rising Out,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bardugo, Leigh",Six of Crows (Six of Crows Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Barton, Bree",Heart of Thorns (Heart of Thorns Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Barton, Bree",Soul of Cinder (Heart of Thorns Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Barton, Bree",Tears of Frost (Heart of Thorns Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bashardoust, Melissa",Girls Made of Snow and Glass,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bayron, Kalynn",Cinderella Is Dead,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Beashel, Amy",The Sky Is Mine,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Belge, Kathy",Queer: The Ultimate LGBTQ Guide for Teens,"Bieschke, Marke",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bertie, Alex",Trans Mission: My Quest to a Beard,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Bevan, Thomas E.",Being Transgender: What You Should Know,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Birch, Anna",I Kissed Alice,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Blake, Ashley Herring",Girl Made of Stars,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Blake, Ashley Herring",How to Make a Wish,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Bongiovanni, Archie",A Quick & Easy Guide to They/Them Pronouns,"Jimerson, Tristan",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Borinsky, Agnes",Sasha Masha,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Born This Way Foundation Reporters,Channel Kindness: Stories of Kindness and Community,Lady Gaga,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Bors, Matt","Be Gay, Do Comics: Queer History, Memoir, and Satire from The Nib",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Boteju, Tanya",Bruised,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Boteju, Tanya","Kings, Queens, and In-Betweens",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bourne, Shakirah","Allies: Real Talk About Showing Up, Screwing Up, And Trying Again","Levy, Dana Alison",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bowles, David",The Witch Owl Parliament (Clockwork Curandera Series),Raúl the Third,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bowman, Akemi Dawn",Summer Bird Blue,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Bray, Libba",Lair of Dreams (The Diviners Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Brown, Jaye Robin",The Key to You and Me,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Brueggemann, Wibke",Love Is for Losers,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Callender, Kacen",This Is Kind of an Epic Love Story,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Capetta, Amy Rose",Echo After Echo,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Capetta, Amy Rose",Once & Future,Cori McCarthy,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Capetta, Amy Rose",Sword in the Stars (Once & Future Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Capetta, Amy Rose",The Brilliant Death (The Brilliant Death Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Capetta, Amy Rose",The Storm of Life (The Brilliant Death Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Carpenter, Amy R.","Be Strong, Be Wise: The Young Adult’s Guide to Sexual Assault Awareness and Personal Safety",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Cart, Michael",How Beautiful the Ordinary: Twelve Stories of Identity,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Cashore, Kristin","Jane, Unlimited",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Charlton-Trujillo, E. E.",Fat Angie (Fat Angie Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Charlton-Trujillo, E. E.",Homecoming (Fat Angie Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Charlton-Trujillo, E. E.",Rebel Girl Revolution (Fat Angie Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Chbosky, Stephen",The Perks of Being a Wallflower,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Chii,The Bride Was a Boy,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Clare, Cassandra",The Lost Book of the White (The Eldest Curses Series),"Chu, Wesley",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Clare, Cassandra",The Red Scrolls of Magic (The Eldest Curses Series),"Chu, Wesley",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Clarke, Hannah Abigail",The Scapegracers (Scapegracers Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Colbert, Brandy",Little & Lion,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Coles, Jay",Things We Couldn't Say,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Collins, Orlagh",All the Invisible Things,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Constantine, Alysia",Short Stuff: A Young Adult LGBTQ+ Anthology,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Cook, Maria",Gender Identity: Beyond Pronouns and Bathrooms,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Córdova, Zoraida",Bruja Born (Brooklyn Brujas Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Córdova, Zoraida",Labyrinth Lost (Brooklyn Brujas Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Córdova, Zoraida",Wayward Witch (Brooklyn Brujas Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Couch, Robbie",The Sky Blues,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Coulthurst, Audrey",Of Fire and Stars (Of Fire and Stars Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Coulthurst, Audrey",Of Ice and Shadows (Of Fire and Stars Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Curato, Mike",Flamer,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Dawson, Juno",This Book Is Gay,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"De La Cruz, Sharon Lee",I'm a Wild Seed: My Graphic Memoir on Queerness and Decolonizing the World,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Deaver, Mason",I Wish You All the Best (I Wish You All the Best Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Delpit, Lisa D.",Teaching When the World Is on Fire,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Desombre, Auriane",I Think I Love You,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Devore, Laurie",A Better Bad Idea,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Dietrich, Cale",The Friend Scheme,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part One",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part Two",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part Three",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Donoghue, Emma",The Pull of the Stars,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Downham, Jenny",Unbecoming,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Dugan, Jennifer",Verona Comics,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Duran, Rye",A Perfect Blank,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Edgmon, H. E.",The Witch King (The Witch King Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Eli, Adam",The New Queer Conscience,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Elliott, Zetta",Say Her Name,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Ellor, Z. R.",May the Best Man Win,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Fantauzzo, Laurel Flores",My Heart Underwater,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Federle, Tim",The Great American Whatever,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Fitzsimons, Isaac",The Passing Playbook,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Franklin, Tee",Bingo Love #1,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Frasier, Crystal",Cheer Up: Love and Pompoms,"Wise, Val",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"G., Mady",A Quick & Easy Guide to Queer & Trans Identities,"Zuckerberg, J. R.",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Gailey, Sarah",When We Were Magic,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Garber, Romina",Lobizona (Wolves of No World Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Gardner, Faith",Girl on the Line,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Garvin, Jeff",Symptoms of Being Human,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Geerling, Marjetta",Fancy White Trash,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Giles, Lamar",Not So Pure and Simple,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Gonsalves, Florence",Love & Other Carnivorous Plants,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Gonzales, Kathryn","Trans+: Love, Sex, Romance, and Being You","Rayne, Karen",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Gonzales, Sophie",Perfect on Paper,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"González, Rigoberto",What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Goode, Laura",Sister Mischief,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Gough, Erin",Amelia Westlake Was Never Here,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Gratton, Tessa",Night Shine (Night Shine Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Levithan, David",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Harbach, Chad",The Art of Fielding,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Hartinger, Brent",Geography Club (Russel Middlebrook Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Hartzler, Aaron",Rapture Practice: A True Story About Growing Up Gay in an Evangelical Family,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Hawkins, Rachel",Her Royal Highness (Royals Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Heaney, Katie",Girl Crushed,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Homes, A. M.",Jack,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Hutchinson, Shaun David",A Complicated Love Story Set in Space,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Hutchinson, Shaun David",Brave Face: A Memoir,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Hutchinson, Shaun David",The Past and Other Things That Should Stay Buried,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Hutchinson, Shaun David",We Are the Ants,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Ingrande Mora, Maria",Fragile Remedy,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Iweala, Uzodinma",Speak No Evil,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jackson, Kosoko",Yesterday Is History,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jaigirdar, Adiba",The Henna Wars,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jansen, Dani",The Year Shakespeare Ruined My Life,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jasinska, Alicia",The Dark Tide,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jensen, Kelly",Body Talk: 37 Voices Explore Our Radical Anatomy,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Johnson, George M.",We Are Not Broken,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Johnson, Lana Wood",Speak for Yourself,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Johnson, Leah",Rise to the Sun,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Johnson, Leah",You Should See Me in a Crown,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Johnston, E. K",That Inevitable Victorian Thing,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Johnston, E. K",The Afterward,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jones, Adam Garnet",Fire Song,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Jones, Jaida",Master of One,"Bennett, Danielle",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Juby, Susan",Another Kind of Cowboy,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"June, Jason",Jay's Gay Agenda,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Kaito,"Blue Flag, Vol. 1 (Blue Flag Series)",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Kaito,"Blue Flag, Vol. 2 (Blue Flag Series)",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Kaito,"Blue Flag, Vol. 3 (Blue Flag Series)",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Kaito,"Blue Flag, Vol. 4 (Blue Flag Series)",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Kaito,"Blue Flag, Vol. 5 (Blue Flag Series)",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Kaito,"Blue Flag, Vol. 6 (Blue Flag Series)",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,Kaito,"Blue Flag, Vol. 7 (Blue Flag Series)",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Kann, Claire",The Marvelous,,35.860119,-86.660156
